,_runtime,_step,_timestamp,_wandb,lr_group_0,train_loss,val_accuracy,val_loss,lr,betas,epochs,base_lr,batch_size,wandb_name,fix_embed_lr,lr_scheduler,weight_decay,collect_norms,wandb_project,fix_weight_decay,max_steps_per_epoch,lr_scheduler_warmup_frac,name,best_val_loss,best_train_loss,muP,dim
62,171.519042756,2930,1731395666.55216,{'runtime': 171},0.0,4.464180946350098,0.22543348371982577,5.468994617462158,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP_lr_0.00048828125,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP_lr_0.00048828125,5.468120098114014,3.9632458686828613,muP,256
63,169.287196297,2930,1731395671.8886316,{'runtime': 169},0.0,4.754533290863037,0.22312024235725403,5.511936664581299,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.00048828125,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.00048828125,5.511936664581299,4.303256988525391,muP+fixRMS+fixEmbedLR+fixUnembed,256
64,286.930109511,2930,1731395829.1935625,{'runtime': 286},0.0,4.542389392852783,0.2260897755622864,5.479127407073975,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.00048828125,True,cosine,0.01,False,mup-transformer-training,True,-1,0.03,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.00048828125,5.477928161621094,4.205755233764648,muP+fixRMS+fixEmbedLR+fixUnembed+fixWD,512
65,1396.882816759,2930,1731396984.5911293,{'runtime': 1396},0.0001220703125,2.846479654312134,0.2013085335493088,6.092207908630371,0.0001220703125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_std_lr_0.0001220703125,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_std_lr_0.0001220703125,5.501250743865967,2.322728157043457,std no scheduler,2048
66,589.095032707,2930,1731396179.5770135,{'runtime': 589},0.0001220703125,4.511160850524902,0.2222532778978348,5.483373165130615,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP_lr_0.00048828125,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP_lr_0.00048828125,5.483373165130615,4.145730972290039,muP no scheduler,1024
67,167.585805685,2930,1731395852.0294652,{'runtime': 167},0.0,4.299253940582275,0.22451791167259216,5.507477283477783,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR_lr_0.00048828125,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR_lr_0.00048828125,5.507477283477783,4.264085292816162,muP+fixRMS+fixEmbedLR,256
68,287.282859716,2930,1731395977.4879613,{'runtime': 287},0.0,4.318111896514893,0.2201385498046875,5.569334506988525,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP_lr_0.00048828125,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP_lr_0.00048828125,5.569334506988525,4.318111896514893,muP,512
69,286.334846142,2930,1731395979.988708,{'runtime': 286},0.0,4.588249683380127,0.22659212350845337,5.472416877746582,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.00048828125,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.00048828125,5.470476150512695,4.1961588859558105,muP+fixRMS+fixEmbedLR+fixUnembed,512
70,167.992016288,2930,1731395890.7703164,{'runtime': 167},0.0,4.83644962310791,0.22369956970214844,5.517926216125488,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP+fixRMS_lr_0.00048828125,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP+fixRMS_lr_0.00048828125,5.517926216125488,4.202758312225342,muP+fixRMS,256
71,589.994414893,2930,1731396442.3381338,{'runtime': 589},0.0,4.42687463760376,0.22625182569026947,5.470787048339844,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.00048828125,True,cosine,0.01,False,mup-transformer-training,True,-1,0.03,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.00048828125,5.463897705078125,4.010676383972168,muP+fixRMS+fixEmbedLR+fixUnembed+fixWD,1024
72,281.871910805,2930,1731396156.518332,{'runtime': 281},0.0,4.98430061340332,0.22228974103927612,5.558335304260254,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR_lr_0.00048828125,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR_lr_0.00048828125,5.557162761688232,4.445924282073975,muP+fixRMS+fixEmbedLR,512
73,283.872138012,2930,1731396197.268324,{'runtime': 283},0.0,4.778013229370117,0.21560929715633392,5.670976638793945,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP+fixRMS_lr_0.00048828125,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP+fixRMS_lr_0.00048828125,5.670976638793945,4.600098133087158,muP+fixRMS,512
74,584.627289355,2930,1731396589.1537158,{'runtime': 584},0.0,5.0277099609375,0.218258798122406,5.673976898193359,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP_lr_0.00048828125,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP_lr_0.00048828125,5.673679828643799,4.64291524887085,muP,1024
75,587.388078166,2930,1731396591.4607165,{'runtime': 587},0.0,4.2419843673706055,0.225810244679451,5.469327926635742,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.00048828125,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.00048828125,5.460659027099609,3.787222146987915,muP+fixRMS+fixEmbedLR+fixUnembed,1024
76,574.024635345,2930,1731396753.832424,{'runtime': 574},0.0,4.807579040527344,0.2206692546606064,5.62648344039917,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR_lr_0.00048828125,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR_lr_0.00048828125,5.619770526885986,4.460879802703857,muP+fixRMS+fixEmbedLR,1024
77,1401.52922877,2930,1731397612.662057,{'runtime': 1401},6.103515625e-05,4.660114288330078,0.21784557402133944,5.613822937011719,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP_lr_0.00048828125,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_muP_lr_0.00048828125,5.613822937011719,4.253545761108398,muP no scheduler,2048
78,580.361428203,2930,1731396800.292896,{'runtime': 580},0.0,5.351705551147461,0.2135634422302246,5.829011917114258,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP+fixRMS_lr_0.00048828125,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP+fixRMS_lr_0.00048828125,5.828212738037109,4.903168201446533,muP+fixRMS,1024
79,1419.447260463,2930,1731397887.9257977,{'runtime': 1419},0.0,4.187413215637207,0.22636525332927704,5.4624409675598145,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.00048828125,True,cosine,0.01,False,mup-transformer-training,True,-1,0.03,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.00048828125,5.445973873138428,3.691770553588867,muP+fixRMS+fixEmbedLR+fixUnembed+fixWD,2048
80,1398.71340046,2930,1731398013.1508095,{'runtime': 1398},0.0,5.328784942626953,0.21618051826953888,5.8275837898254395,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP_lr_0.00048828125,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_muP_lr_0.00048828125,5.8239874839782715,4.7194366455078125,muP,2048
81,1412.002712655,2930,1731398028.3927126,{'runtime': 1412},0.0,4.364155292510986,0.22567249834537503,5.464972496032715,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.00048828125,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.00048828125,5.45088529586792,3.5613174438476562,muP+fixRMS+fixEmbedLR+fixUnembed,2048
82,1379.94120891,2930,1731398158.1470728,{'runtime': 1379},0.0,4.939568519592285,0.2186882197856903,5.709365367889404,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR_lr_0.00048828125,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR_lr_0.00048828125,5.697277545928955,4.609661102294922,muP+fixRMS+fixEmbedLR,2048
83,1395.436875761,2930,1731398219.9803634,{'runtime': 1395},0.0,5.562005996704102,0.21048451960086825,6.04903507232666,0.00048828125,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP+fixRMS_lr_0.00048828125,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_muP+fixRMS_lr_0.00048828125,6.044586181640625,5.175565242767334,muP+fixRMS,2048
84,170.2542367,2930,1731397177.2842195,{'runtime': 170},0.000244140625,4.448400020599365,0.23085804283618927,5.395095348358154,0.000244140625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_std_lr_0.000244140625,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_std_lr_0.000244140625,5.395095348358154,4.095580577850342,std no scheduler,256
85,286.865866144,2930,1731397488.012354,{'runtime': 286},0.000244140625,3.917299270629883,0.23174120485782623,5.43499231338501,0.000244140625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_std_lr_0.000244140625,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_std_lr_0.000244140625,5.338311672210693,3.2771317958831787,std no scheduler,512
86,582.418945803,2930,1731398094.9766643,{'runtime': 582},0.000244140625,3.2004075050354004,0.2223140448331833,5.716525077819824,0.000244140625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_std_lr_0.000244140625,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_std_lr_0.000244140625,5.381558895111084,2.968937873840332,std no scheduler,1024
87,180.173868583,2930,1731397819.7201374,{'runtime': 180},0.0009765625,4.289599895477295,0.2248582094907761,5.5553154945373535,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP_lr_0.0009765625,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP_lr_0.0009765625,5.4942121505737305,3.5817506313323975,muP no scheduler,256
88,294.296202792,2930,1731398140.5983176,{'runtime': 294},0.00048828125,3.7303659915924072,0.22821666300296783,5.467352867126465,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP_lr_0.0009765625,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP_lr_0.0009765625,5.431281566619873,3.626601457595825,muP no scheduler,512
89,168.756440601,2930,1731398079.4067464,{'runtime': 168},0.0,4.484593868255615,0.23093096911907196,5.393320083618164,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.0009765625,True,cosine,0.01,False,mup-transformer-training,True,-1,0.03,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.0009765625,5.3857879638671875,3.9100141525268555,muP+fixRMS+fixEmbedLR+fixUnembed+fixWD,256
90,171.171303772,2930,1731398206.932927,{'runtime': 171},0.0,3.794231653213501,0.23245422542095184,5.412813663482666,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP_lr_0.0009765625,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP_lr_0.0009765625,5.402327537536621,3.513317823410034,muP,256
91,169.412843255,2930,1731398219.9736922,{'runtime': 169},0.0,4.021899223327637,0.23072031140327456,5.392795085906982,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.0009765625,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.0009765625,5.386033535003662,3.9299376010894775,muP+fixRMS+fixEmbedLR+fixUnembed,256
92,287.226698419,2930,1731398390.9042623,{'runtime': 287},0.0,3.914629220962525,0.23526576161384585,5.328770160675049,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.0009765625,True,cosine,0.01,False,mup-transformer-training,True,-1,0.03,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.0009765625,5.3140692710876465,3.62721848487854,muP+fixRMS+fixEmbedLR+fixUnembed+fixWD,512
93,1395.032816972,2930,1731399515.417313,{'runtime': 1395},0.000244140625,3.618406057357788,0.2291281819343567,5.619773864746094,0.000244140625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_std_lr_0.000244140625,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_std_lr_0.000244140625,5.464071273803711,3.204165458679199,std no scheduler,2048
94,587.027209024,2930,1731398755.0104785,{'runtime': 587},0.000244140625,3.8891735076904297,0.2270418107509613,5.418833255767822,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP_lr_0.0009765625,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP_lr_0.0009765625,5.402865409851074,3.4605631828308105,muP no scheduler,1024
95,167.7173553,2930,1731398348.842318,{'runtime': 167},0.0,4.488171100616455,0.2318911105394363,5.391304969787598,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR_lr_0.0009765625,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP+fixRMS+fixEmbedLR_lr_0.0009765625,5.383997917175293,3.8621866703033447,muP+fixRMS+fixEmbedLR,256
96,286.795498187,2930,1731398516.876708,{'runtime': 286},0.0,4.470479965209961,0.23162777721881864,5.386233329772949,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP_lr_0.0009765625,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP_lr_0.0009765625,5.3789143562316895,3.6996259689331055,muP,512
97,286.417364302,2930,1731398529.9108608,{'runtime': 286},0.0,4.267805099487305,0.23526981472969055,5.331061363220215,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.0009765625,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.0009765625,5.316655158996582,3.640211820602417,muP+fixRMS+fixEmbedLR+fixUnembed,512
98,168.03886643,2930,1731398410.7903368,{'runtime': 168},0.0,4.19961404800415,0.23061902821063995,5.393974781036377,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_256_muP+fixRMS_lr_0.0009765625,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_256_muP+fixRMS_lr_0.0009765625,5.386824131011963,3.7950282096862793,muP+fixRMS,256
99,280.677905229,2930,1731398651.4388232,{'runtime': 280},0.0,4.285933017730713,0.2335196882486343,5.371812343597412,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR_lr_0.0009765625,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP+fixRMS+fixEmbedLR_lr_0.0009765625,5.362677097320557,3.895029306411743,muP+fixRMS+fixEmbedLR,512
100,590.144876704,2930,1731399003.688726,{'runtime': 590},0.0,3.8843183517456055,0.2357519119977951,5.317174911499023,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.0009765625,True,cosine,0.01,False,mup-transformer-training,True,-1,0.03,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.0009765625,5.291012287139893,3.4194812774658203,muP+fixRMS+fixEmbedLR+fixUnembed+fixWD,1024
101,283.836251223,2930,1731398717.0824685,{'runtime': 283},0.0,4.4511895179748535,0.22965078055858612,5.430421829223633,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_512_muP+fixRMS_lr_0.0009765625,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_512_muP+fixRMS_lr_0.0009765625,5.425131797790527,4.133860111236572,muP+fixRMS,512
102,584.330572474,2930,1731399125.3900468,{'runtime': 584},0.0,3.82985520362854,0.22700129449367523,5.456010341644287,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP_lr_0.0009765625,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP_lr_0.0009765625,5.443436622619629,3.82985520362854,muP,1024
103,587.217792799,2930,1731399141.963303,{'runtime': 587},0.0,3.961643695831299,0.23517663776874545,5.329312324523926,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.0009765625,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR+fixUnembed_lr_0.0009765625,5.302272796630859,3.400825023651123,muP+fixRMS+fixEmbedLR+fixUnembed,1024
104,574.591496204,2930,1731399249.082935,{'runtime': 574},0.0,3.9113616943359375,0.2324015498161316,5.414539337158203,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR_lr_0.0009765625,True,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP+fixRMS+fixEmbedLR_lr_0.0009765625,5.3912763595581055,3.9113616943359375,muP+fixRMS+fixEmbedLR,1024
105,580.661740413,2930,1731399322.5804884,{'runtime': 580},0.0,5.003546714782715,0.22226138412952423,5.604829788208008,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_1024_muP+fixRMS_lr_0.0009765625,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_1024_muP+fixRMS_lr_0.0009765625,5.592966079711914,4.405559539794922,muP+fixRMS,1024
106,1399.87692921,2930,1731400189.7248013,{'runtime': 1399},0.0001220703125,3.882025003433227,0.21728244423866272,5.521906852722168,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP_lr_0.0009765625,False,,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_muP_lr_0.0009765625,5.478907585144043,3.709693193435669,muP no scheduler,2048
107,1417.574794697,2930,1731400445.8796782,{'runtime': 1417},0.0,3.505906105041504,0.23155485093593595,5.35945987701416,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.0009765625,True,cosine,0.01,False,mup-transformer-training,True,-1,0.03,transformer_traintest_width_2048_muP+fixRMS+fixEmbedLR+fixUnembed+fixWD_lr_0.0009765625,5.292659282684326,3.1184043884277344,muP+fixRMS+fixEmbedLR+fixUnembed+fixWD,2048
108,1397.349072906,2930,1731400548.6130347,{'runtime': 1397},0.0,4.503927230834961,0.22392238676548004,5.573458194732666,0.0009765625,"[0.9, 0.99]",5,0.001,16,transformer_traintest_width_2048_muP_lr_0.0009765625,False,cosine,0.01,False,mup-transformer-training,False,-1,0.03,transformer_traintest_width_2048_muP_lr_0.0009765625,5.546656608581543,4.076513767242432,muP,2048
